,Name,ID,Playing.for,joiner
11671,Bradley Ross,11187,Richmond,Bradley Ross Richmond
11672,Peter Francis,1739,Richmond,Peter Francis Richmond
11673,Michael Pickering,1259,Richmond,Michael Pickering Richmond
11674,Phil Walsh,2251,Richmond,Phil Walsh Richmond
11675,John Annear,1395,Richmond,John Annear Richmond
11676,Jeff Dunne,1688,Richmond,Jeff Dunne Richmond
11677,Craig Stewart,2195,Richmond,Craig Stewart Richmond
11678,Trevor Poole,1260,Richmond,Trevor Poole Richmond
11679,Kevin Ablett,1476,Richmond,Kevin Ablett Richmond
11680,John Manton,1941,Richmond,John Manton Richmond
11681,Robert Fuller,11220,Richmond,Robert Fuller Richmond
11682,David Simpson,11221,Richmond,David Simpson Richmond
11683,Tim Barling,1512,Richmond,Tim Barling Richmond
11684,Mark Eustice,1340,Richmond,Mark Eustice Richmond
11685,Trevor Larkins,11264,Richmond,Trevor Larkins Richmond
11686,Michael McKenna,1971,Richmond,Michael McKenna Richmond
11687,Stephen James,1837,Richmond,Stephen James Richmond
11688,Noel Lovell,11118,Richmond,Noel Lovell Richmond
11689,Chris Burton,1571,Richmond,Chris Burton Richmond
11690,Peter Czerkaski,11262,Richmond,Peter Czerkaski Richmond
11691,Richard Geary,11263,Richmond,Richard Geary Richmond
11692,Tom Crebbin,11261,Richmond,Tom Crebbin Richmond
11693,Gavin Bayes,11260,Richmond,Gavin Bayes Richmond
11694,Dean Notting,2032,Richmond,Dean Notting Richmond
11695,Peter McCormack,1957,Richmond,Peter McCormack Richmond
11696,Michael Roberts,1899,Richmond,Michael Roberts Richmond
11697,Ron Thornton,11306,Richmond,Ron Thornton Richmond
11698,Geoff MacIlwain,11305,Richmond,Geoff MacIlwain Richmond
11699,Craig Smith,1271,Richmond,Craig Smith Richmond
11700,Jeff Hogg,381,Richmond,Jeff Hogg Richmond
11701,Simon Clark,11304,Richmond,Simon Clark Richmond
11702,Brendan Bower,4019,Richmond,Brendan Bower Richmond
11703,Des Ryan,1409,Richmond,Des Ryan Richmond
11704,Darryl Cowie,1631,Richmond,Darryl Cowie Richmond
11705,Allan McKellar,1416,Richmond,Allan McKellar Richmond
11706,Andrew Cross,1639,Richmond,Andrew Cross Richmond
11707,Scott Sutcliffe,11125,Richmond,Scott Sutcliffe Richmond
11708,Gary Frangalas,1740,Richmond,Gary Frangalas Richmond
11709,Paul Morrish,4007,Richmond,Paul Morrish Richmond
11710,Michael Mitchell,1328,Richmond,Michael Mitchell Richmond
11711,Michael Thomson,2221,Richmond,Michael Thomson Richmond
11712,Peter Wilson,1033,Richmond,Peter Wilson Richmond
11713,Michael Laffy,11348,Richmond,Michael Laffy Richmond
11714,Terry Wallace,1371,Richmond,Terry Wallace Richmond
11715,Anthony Pastore,11350,Richmond,Anthony Pastore Richmond
11716,Peter Burke,1572,Richmond,Peter Burke Richmond
11717,David Buttifant,11346,Richmond,David Buttifant Richmond
11718,Richard Nixon,11349,Richmond,Richard Nixon Richmond
11719,Darren Bower,11345,Richmond,Darren Bower Richmond
11720,Tony Free,858,Richmond,Tony Free Richmond
11721,Andy Goodwin,4016,Richmond,Andy Goodwin Richmond
11722,Renato Dintinosante,11347,Richmond,Renato Dintinosante Richmond
11723,David Honybun,1283,Richmond,David Honybun Richmond
11724,Craig Lambert,123,Richmond,Craig Lambert Richmond
11725,Trent Nichols,765,Richmond,Trent Nichols Richmond
11726,Justin Pickering,1364,Richmond,Justin Pickering Richmond
11727,Tim Powell,1208,Richmond,Tim Powell Richmond
11728,Mark Summers,11403,Richmond,Mark Summers Richmond
11729,Paul Barlow,11399,Richmond,Paul Barlow Richmond
11730,Brian Leys,1197,Richmond,Brian Leys Richmond
11731,Greg Hamilton,11400,Richmond,Greg Hamilton Richmond
11732,Chris Pym,11402,Richmond,Chris Pym Richmond
11733,Matthew Knights,865,Richmond,Matthew Knights Richmond
11734,Wayne Peters,11401,Richmond,Wayne Peters Richmond
11735,Stuart Griffiths,1273,Richmond,Stuart Griffiths Richmond
11736,Barry Young,308,Richmond,Barry Young Richmond
11737,Richard Lounder,11430,Richmond,Richard Lounder Richmond
11738,Brett Mahony,11431,Richmond,Brett Mahony Richmond
11739,Mark McLeod,11432,Richmond,Mark McLeod Richmond
11740,Mark Stockdale,11433,Richmond,Mark Stockdale Richmond
11741,Cory Young,11434,Richmond,Cory Young Richmond
11742,Sean Bowden,11462,Richmond,Sean Bowden Richmond
11743,Brendon Gale,868,Richmond,Brendon Gale Richmond
11744,Chris Naish,840,Richmond,Chris Naish Richmond
11745,Stephen Ryan,1167,Richmond,Stephen Ryan Richmond
11746,Anthony Banik,619,Richmond,Anthony Banik Richmond
11747,Darren Keighran,11463,Richmond,Darren Keighran Richmond
11748,Stuart Maxfield,867,Richmond,Stuart Maxfield Richmond
11749,Matthew Francis,246,Richmond,Matthew Francis Richmond
11750,Allister Scott,4022,Richmond,Allister Scott Richmond
11751,Robert Walker,11464,Richmond,Robert Walker Richmond
11752,Terry Keays,11377,Richmond,Terry Keays Richmond
11753,Mark McQueen,1246,Richmond,Mark McQueen Richmond
11754,Jason Smith,11487,Richmond,Jason Smith Richmond
11755,Scott Turner,859,Richmond,Scott Turner Richmond
11756,Todd Menegola,4021,Richmond,Todd Menegola Richmond
11757,Mark Trewella,11367,Richmond,Mark Trewella Richmond
11758,Wayne Campbell,869,Richmond,Wayne Campbell Richmond
11759,John Mrakov,11378,Richmond,John Mrakov Richmond
11760,Andrew Underwood,1320,Richmond,Andrew Underwood Richmond
11761,Nathan Bower,875,Richmond,Nathan Bower Richmond
11762,Ty Esler,4026,Richmond,Ty Esler Richmond
11763,Todd Breman,1280,Richmond,Todd Breman Richmond
11764,Nick Daffy,873,Richmond,Nick Daffy Richmond
11765,Stuart Edwards,860,Richmond,Stuart Edwards Richmond
11766,Brad Gwilliam,11461,Richmond,Brad Gwilliam Richmond
11767,Stevan Jackson,1274,Richmond,Stevan Jackson Richmond
11768,Bruce Lennon,4025,Richmond,Bruce Lennon Richmond
11769,Steven ODwyer,1361,Richmond,Steven ODwyer Richmond
11770,Ian Herman,1343,Richmond,Ian Herman Richmond
11771,Tim Livingstone,4027,Richmond,Tim Livingstone Richmond
11772,Paul Bulluss,879,Richmond,Paul Bulluss Richmond
11773,Simon Eishold,1336,Richmond,Simon Eishold Richmond
11774,Wayne Hernaman,1245,Richmond,Wayne Hernaman Richmond
11775,John Howat,874,Richmond,John Howat Richmond
11776,Mark Pitura,4020,Richmond,Mark Pitura Richmond
11777,Robert Schaefer,4023,Richmond,Robert Schaefer Richmond
11778,Adam Slater,885,Richmond,Adam Slater Richmond
11779,Chris Bond,525,Richmond,Chris Bond Richmond
11780,Duncan Kellaway,861,Richmond,Duncan Kellaway Richmond
11781,Matthew Richardson,870,Richmond,Matthew Richardson Richmond
11782,Stuart Steele,4024,Richmond,Stuart Steele Richmond
11783,James Thiessen,60,Richmond,James Thiessen Richmond
11784,Brad Fox,1520,Richmond,Brad Fox Richmond
11785,Simon Dennis,4028,Richmond,Simon Dennis Richmond
11786,Ashley Prescott,532,Richmond,Ashley Prescott Richmond
11787,Paul Broderick,872,Richmond,Paul Broderick Richmond
11788,Greg Dear,871,Richmond,Greg Dear Richmond
11789,Matthew Dundas,884,Richmond,Matthew Dundas Richmond
11790,Jamie Elliott,882,Richmond,Jamie Elliott Richmond
11791,Michael Gale,863,Richmond,Michael Gale Richmond
11792,Haydn Robins,1198,Richmond,Haydn Robins Richmond
11793,Matthew Rogers,864,Richmond,Matthew Rogers Richmond
11794,Jamie Tape,263,Richmond,Jamie Tape Richmond
11795,Mark Neeld,880,Richmond,Mark Neeld Richmond
11796,Justin Murphy,167,Richmond,Justin Murphy Richmond
11797,Mark Merenda,866,Richmond,Mark Merenda Richmond
11798,Stuart Wigney,862,Richmond,Stuart Wigney Richmond
11799,David Bourke,876,Richmond,David Bourke Richmond
11800,Justin Charles,877,Richmond,Justin Charles Richmond
11801,Chris Sullivan,878,Richmond,Chris Sullivan Richmond
11802,Stephen Jurica,881,Richmond,Stephen Jurica Richmond
11803,Jason Torney,883,Richmond,Jason Torney Richmond
11804,Darren Gaspar,886,Richmond,Darren Gaspar Richmond
11805,Ben Holland,913,Richmond,Ben Holland Richmond
11806,Ben Harrison,163,Richmond,Ben Harrison Richmond
11807,Ross Funcke,752,Richmond,Ross Funcke Richmond
11808,Damien Ryan,887,Richmond,Damien Ryan Richmond
11809,Ben Moore,888,Richmond,Ben Moore Richmond
11810,Robert Powell,889,Richmond,Robert Powell Richmond
11811,Joel Bowden,890,Richmond,Joel Bowden Richmond
11812,Matthew Manfield,386,Richmond,Matthew Manfield Richmond
11813,Mark Chaffey,891,Richmond,Mark Chaffey Richmond
11814,Brett Evans,892,Richmond,Brett Evans Richmond
11815,Jason Baldwin,377,Richmond,Jason Baldwin Richmond
11816,Daniel Donati,894,Richmond,Daniel Donati Richmond
11817,Ewan Thompson,893,Richmond,Ewan Thompson Richmond
11818,Nick Jewell,895,Richmond,Nick Jewell Richmond
11819,Ashley Blurton,896,Richmond,Ashley Blurton Richmond
11820,Brad Ottens,897,Richmond,Brad Ottens Richmond
11821,Aaron James,237,Richmond,Aaron James Richmond
11822,John Rombotis,399,Richmond,John Rombotis Richmond
11823,Lionel Proctor,898,Richmond,Lionel Proctor Richmond
11824,Andrew Kellaway,899,Richmond,Andrew Kellaway Richmond
11825,Steven McKee,289,Richmond,Steven McKee Richmond
11826,Justin Plapp,900,Richmond,Justin Plapp Richmond
11827,Greg Tivendale,901,Richmond,Greg Tivendale Richmond
11828,Rory Hilton,902,Richmond,Rory Hilton Richmond
11829,Marc Dragicevic,903,Richmond,Marc Dragicevic Richmond
11830,Clay Sampson,55,Richmond,Clay Sampson Richmond
11831,Ben Hollands,905,Richmond,Ben Hollands Richmond
11832,Craig Biddiscombe,582,Richmond,Craig Biddiscombe Richmond
11833,Ray Hall,904,Richmond,Ray Hall Richmond
11834,Leon Cameron,425,Richmond,Leon Cameron Richmond
11835,Clinton King,269,Richmond,Clinton King Richmond
11836,Ezra Poyas,906,Richmond,Ezra Poyas Richmond
11837,Andrew Mills,907,Richmond,Andrew Mills Richmond
11838,Aaron Fiora,911,Richmond,Aaron Fiora Richmond
11839,Royce Vardy,908,Richmond,Royce Vardy Richmond
11840,James White,912,Richmond,James White Richmond
11841,Ben Haynes,910,Richmond,Ben Haynes Richmond
11842,Ty Zantuck,909,Richmond,Ty Zantuck Richmond
11843,Steven Sziller,914,Richmond,Steven Sziller Richmond
11844,Andrew Krakouer,915,Richmond,Andrew Krakouer Richmond
11845,Mark Coughlan,916,Richmond,Mark Coughlan Richmond
11846,Kayne Pettifer,917,Richmond,Kayne Pettifer Richmond
11847,Adam Houlihan,593,Richmond,Adam Houlihan Richmond
11848,David Rodan,1104,Richmond,David Rodan Richmond
11849,Greg Stafford,994,Richmond,Greg Stafford Richmond
11850,Paul Hudson,451,Richmond,Paul Hudson Richmond
11851,Craig Ednie,1142,Richmond,Craig Ednie Richmond
11852,Chris Newman,1150,Richmond,Chris Newman Richmond
11853,Chris Hyde,1194,Richmond,Chris Hyde Richmond
11854,Justin Blumfield,341,Richmond,Justin Blumfield Richmond
11855,Kane Johnson,43,Richmond,Kane Johnson Richmond
11856,Tim Fleming,1437,Richmond,Tim Fleming Richmond
11857,Bill Nicholls,682,Richmond,Bill Nicholls Richmond
11858,Jay Schulz,1451,Richmond,Jay Schulz Richmond
11859,Martin McGrath,2306,Richmond,Martin McGrath Richmond
11860,Nathan Brown,452,Richmond,Nathan Brown Richmond
11861,Brent Hartigan,3947,Richmond,Brent Hartigan Richmond
11862,Shane Morrison,1144,Richmond,Shane Morrison Richmond
11863,Ben Marsh,65,Richmond,Ben Marsh Richmond
11864,Tom Roach,3948,Richmond,Tom Roach Richmond
11865,Luke Weller,1459,Richmond,Luke Weller Richmond
11866,Simon Fletcher,193,Richmond,Simon Fletcher Richmond
11867,Kelvin Moore,3987,Richmond,Kelvin Moore Richmond
11868,Shane Tuck,4041,Richmond,Shane Tuck Richmond
11869,Daniel Jackson,4044,Richmond,Daniel Jackson Richmond
11870,Andrew Raines,4057,Richmond,Andrew Raines Richmond
11871,Brett Deledio,4068,Richmond,Brett Deledio Richmond
11872,Mark Graham,628,Richmond,Mark Graham Richmond
11873,Trent Knobel,1094,Richmond,Trent Knobel Richmond
11874,Troy Simmonds,743,Richmond,Troy Simmonds Richmond
11875,Danny Meyer,4090,Richmond,Danny Meyer Richmond
11876,Richard Tambling,4091,Richmond,Richard Tambling Richmond
11877,Adam Pattison,4108,Richmond,Adam Pattison Richmond
11878,Nathan Foley,4112,Richmond,Nathan Foley Richmond
11879,Will Thursfield,4124,Richmond,Will Thursfield Richmond
11880,Patrick Bowden,474,Richmond,Patrick Bowden Richmond
11881,Jeremy Humm,1081,Richmond,Jeremy Humm Richmond
11882,Cleve Hughes,4161,Richmond,Cleve Hughes Richmond
11883,Jarrad Oakley-Nicholls,4167,Richmond,Jarrad Oakley-Nicholls Richmond
11884,Dean Polo,4168,Richmond,Dean Polo Richmond
11885,Luke McGuane,4172,Richmond,Luke McGuane Richmond
11886,Matt White,4185,Richmond,Matt White Richmond
11887,Cameron Howat,2295,Richmond,Cameron Howat Richmond
11888,Graham Polak,1116,Richmond,Graham Polak Richmond
11889,Shane Edwards,11557,Richmond,Shane Edwards Richmond
11890,Jake King,11558,Richmond,Jake King Richmond
11891,Kent Kingsley,623,Richmond,Kent Kingsley Richmond
11892,Jack Riewoldt,11576,Richmond,Jack Riewoldt Richmond
11893,Daniel Connors,11604,Richmond,Daniel Connors Richmond
11894,Angus Graham,11612,Richmond,Angus Graham Richmond
11895,Jordan McMahon,1114,Richmond,Jordan McMahon Richmond
11896,Mitch Morton,4138,Richmond,Mitch Morton Richmond
11897,Trent Cotchin,11666,Richmond,Trent Cotchin Richmond
11898,Tristan Cartledge,4070,Richmond,Tristan Cartledge Richmond
11899,Andrew Browne,11727,Richmond,Andrew Browne Richmond
11900,Ben Cousins,1051,Richmond,Ben Cousins Richmond
11901,Tom Hislop,11590,Richmond,Tom Hislop Richmond
11902,Robin Nahas,11734,Richmond,Robin Nahas Richmond
11903,Alex Rance,11733,Richmond,Alex Rance Richmond
11904,Andrew Collins,11741,Richmond,Andrew Collins Richmond
11905,Ty Vickery,11767,Richmond,Ty Vickery Richmond
11906,Jarrod Silvester,11773,Richmond,Jarrod Silvester Richmond
11907,Jayden Post,11775,Richmond,Jayden Post Richmond
11908,Adam Thomson,4120,Richmond,Adam Thomson Richmond
11909,Mitch Farmer,11691,Richmond,Mitch Farmer Richmond
11910,Dustin Martin,11794,Richmond,Dustin Martin Richmond
11911,Ben Nason,11795,Richmond,Ben Nason Richmond
11912,Relton Roberts,11796,Richmond,Relton Roberts Richmond
11913,David Astbury,11828,Richmond,David Astbury Richmond
11914,Matt Dea,11829,Richmond,Matt Dea Richmond
11915,Troy Taylor,11830,Richmond,Troy Taylor Richmond
11916,Jeromey Webberley,11841,Richmond,Jeromey Webberley Richmond
11917,Ben Griffiths,11850,Richmond,Ben Griffiths Richmond
11918,Robert Hicks,11869,Richmond,Robert Hicks Richmond
11919,David Gourdis,11874,Richmond,David Gourdis Richmond
11920,Jamie OReilly,11875,Richmond,Jamie OReilly Richmond
11921,Dylan Grimes,11879,Richmond,Dylan Grimes Richmond
11922,Jake Batchelor,11889,Richmond,Jake Batchelor Richmond
11923,Reece Conca,11888,Richmond,Reece Conca Richmond
11924,Shaun Grigg,11594,Richmond,Shaun Grigg Richmond
11925,Brad Helbig,11890,Richmond,Brad Helbig Richmond
11926,Bachar Houli,11566,Richmond,Bachar Houli Richmond
11927,Brad Miller,1149,Richmond,Brad Miller Richmond
11928,Brandon Ellis,12034,Richmond,Brandon Ellis Richmond
11929,Addam Maric,11689,Richmond,Addam Maric Richmond
11930,Ivan Maric,4165,Richmond,Ivan Maric Richmond
11931,Steven Morris,12033,Richmond,Steven Morris Richmond
11932,Brett OHanlon,12092,Richmond,Brett OHanlon Richmond
11933,Todd Elton,12100,Richmond,Todd Elton Richmond
11934,Tom Derickx,12105,Richmond,Tom Derickx Richmond
11935,Troy Chaplin,3962,Richmond,Troy Chaplin Richmond
11936,Ricky Petterd,11561,Richmond,Ricky Petterd Richmond
11937,Chris Knights,4125,Richmond,Chris Knights Richmond
11938,Nick Vlastuin,12174,Richmond,Nick Vlastuin Richmond
11939,Orren Stephenson,12045,Richmond,Orren Stephenson Richmond
11940,Sam Lonergan,4196,Richmond,Sam Lonergan Richmond
11941,Aaron Edwards,4118,Richmond,Aaron Edwards Richmond
11942,Matt Arnot,12211,Richmond,Matt Arnot Richmond
11943,Matt McDonough,12224,Richmond,Matt McDonough Richmond
11944,Shaun Hampson,11619,Richmond,Shaun Hampson Richmond
11945,Matt Thomas,4193,Richmond,Matt Thomas Richmond
11946,Nathan Gordon,11944,Richmond,Nathan Gordon Richmond
11947,Sam Lloyd,12263,Richmond,Sam Lloyd Richmond
11948,Ben Lennon,12279,Richmond,Ben Lennon Richmond
11949,Anthony Miles,12059,Richmond,Anthony Miles Richmond
11950,Taylor Hunt,11851,Richmond,Taylor Hunt Richmond
11951,Kamdyn McIntosh,12317,Richmond,Kamdyn McIntosh Richmond
11952,Kane Lambert,12333,Richmond,Kane Lambert Richmond
11953,Nathan Drummond,12344,Richmond,Nathan Drummond Richmond
11954,Corey Ellis,12346,Richmond,Corey Ellis Richmond
11955,Liam McBean,12355,Richmond,Liam McBean Richmond
11956,Connor Menadue,12356,Richmond,Connor Menadue Richmond
11957,Daniel Rioli,12403,Richmond,Daniel Rioli Richmond
11958,Jacob Townsend,12023,Richmond,Jacob Townsend Richmond
11959,Jayden Short,12418,Richmond,Jayden Short Richmond
11960,Andrew Moore,11814,Richmond,Andrew Moore Richmond
11961,Jason Castagna,12431,Richmond,Jason Castagna Richmond
11962,Nathan Broad,12456,Richmond,Nathan Broad Richmond
11963,Oleg Markov,12459,Richmond,Oleg Markov Richmond
11964,Adam Marcon,12470,Richmond,Adam Marcon Richmond
11965,Callum Moore,12480,Richmond,Callum Moore Richmond
11966,Mabior Chol,12485,Richmond,Mabior Chol Richmond
11967,Dan Butler,12490,Richmond,Dan Butler Richmond
11968,Josh Caddy,12010,Richmond,Josh Caddy Richmond
11969,Toby Nankervis,12374,Richmond,Toby Nankervis Richmond
11970,Dion Prestia,11917,Richmond,Dion Prestia Richmond
11971,Gordon Allard,4723,St Kilda,Gordon Allard St Kilda
11972,Claude Clough,4726,St Kilda,Claude Clough St Kilda
11973,Tim Curran,4348,St Kilda,Tim Curran St Kilda
11974,Arch Muirhead,4367,St Kilda,Arch Muirhead St Kilda
11975,Bill OHara,4730,St Kilda,Bill OHara St Kilda
11976,Arthur Pearce,4731,St Kilda,Arthur Pearce St Kilda
11977,Cecil Sandford,4410,St Kilda,Cecil Sandford St Kilda
11978,George Sutherland,4735,St Kilda,George Sutherland St Kilda
11979,Dave Strickland,4734,St Kilda,Dave Strickland St Kilda
11980,Fred Warry,4736,St Kilda,Fred Warry St Kilda
11981,Bill Harris,4727,St Kilda,Bill Harris St Kilda
11982,Arthur Scott,4732,St Kilda,Arthur Scott St Kilda
11983,Charlie Clarke,4725,St Kilda,Charlie Clarke St Kilda
11984,Bob Campbell,4724,St Kilda,Bob Campbell St Kilda
11985,Val Robertson,4555,St Kilda,Val Robertson St Kilda
11986,Vic Wawn,4737,St Kilda,Vic Wawn St Kilda
11987,Henry Jackson,4728,St Kilda,Henry Jackson St Kilda
11988,Harold Stewart,4733,St Kilda,Harold Stewart St Kilda
11989,Harry Dowdall,4457,St Kilda,Harry Dowdall St Kilda
11990,Cec Graeme,4821,St Kilda,Cec Graeme St Kilda
11991,Harry Luck,4823,St Kilda,Harry Luck St Kilda
11992,Bob Rinder,4829,St Kilda,Bob Rinder St Kilda
11993,Gus Robertson,4831,St Kilda,Gus Robertson St Kilda
11994,George Sandford,4834,St Kilda,George Sandford St Kilda
11995,Bill Anderson,2492,St Kilda,Bill Anderson St Kilda
11996,Ben Sandford,4833,St Kilda,Ben Sandford St Kilda
11997,Charlie Mullany,4825,St Kilda,Charlie Mullany St Kilda
11998,Tim Murphy,4826,St Kilda,Tim Murphy St Kilda
11999,Bill Nash,4827,St Kilda,Bill Nash St Kilda
12000,Mick OLoughlin,4672,St Kilda,Mick OLoughlin St Kilda
12001,Tom Robertson,4832,St Kilda,Tom Robertson St Kilda
12002,George Carpenter,4816,St Kilda,George Carpenter St Kilda
12003,Bert Robertson,4830,St Kilda,Bert Robertson St Kilda
12004,Ern Aurish,4814,St Kilda,Ern Aurish St Kilda
12005,Lawrie Delaney,4820,St Kilda,Lawrie Delaney St Kilda
12006,Paddy McGuinness,4824,St Kilda,Paddy McGuinness St Kilda
12007,Tommy Carr,4817,St Kilda,Tommy Carr St Kilda
12008,Henry Pinniger,4828,St Kilda,Henry Pinniger St Kilda
12009,John Crennan,4819,St Kilda,John Crennan St Kilda
12010,Reg Wilks,4835,St Kilda,Reg Wilks St Kilda
12011,Roy Adam,4813,St Kilda,Roy Adam St Kilda
12012,Arthur Brennan,4815,St Kilda,Arthur Brennan St Kilda
12013,Herb Clements,4818,St Kilda,Herb Clements St Kilda
12014,Sam Gray,4822,St Kilda,Sam Gray St Kilda
12015,Charlie Baker,4912,St Kilda,Charlie Baker St Kilda
12016,Mick English,4918,St Kilda,Mick English St Kilda
12017,Bill Jennings,4919,St Kilda,Bill Jennings St Kilda
12018,Jack OLoughlin,4591,St Kilda,Jack OLoughlin St Kilda
12019,Alf Trevillian,4928,St Kilda,Alf Trevillian St Kilda
12020,Bill Pickering,4925,St Kilda,Bill Pickering St Kilda
12021,Horrie Trinder,4929,St Kilda,Horrie Trinder St Kilda
12022,Ernest Nicholls,4923,St Kilda,Ernest Nicholls St Kilda
12023,Alex Sinclair,4926,St Kilda,Alex Sinclair St Kilda
12024,Bill Ockleshaw,4924,St Kilda,Bill Ockleshaw St Kilda
12025,Gerry Balme,4913,St Kilda,Gerry Balme St Kilda
12026,Walter Clarke,4915,St Kilda,Walter Clarke St Kilda
12027,Herb Brunning,4914,St Kilda,Herb Brunning St Kilda
12028,Bill Kennedy,4920,St Kilda,Bill Kennedy St Kilda
12029,Claude Stanlake,4927,St Kilda,Claude Stanlake St Kilda
12030,Robert ONeill,2034,St Kilda,Robert ONeill St Kilda
